question,source,question_id,subfield,cutoff_year,cutoff_date,control_subtype,txt_n_words,txt_n_entities,txt_n_numbers,txt_has_causal,txt_has_comparison,txt_has_mechanism,txt_has_measurable,txt_has_alternatives,txt_has_falsification,txt_is_yesno,txt_specificity,ev_top1_sim,ev_top5_mean_sim,ev_n_similar,ev_n_instruments,ev_tension_density,ev_age_mean,ev_age_std,ev_recency_share,ev_native_n_papers,ev_native_year_spread,ev_has_native_record,nov_nn_sim,nov_semantic_distance,nov_mean_top10_sim,nov_pair_doc_count,nov_new_pair,nov_review_overlap,fal_outcome_variable,fal_competing_rule,fal_quant_threshold,fal_named_dataset,tra_n_facilities_mentioned,tra_n_facilities_operational,tra_mentions_future_facility,tra_needs_new_instrument,tra_archival_data,tra_longitudinal,tra_needs_theory,tra_sample_scale,env_pub_volume_3y,env_pub_share_3y,env_growth_ratio,env_review_count_3y,env_years_to_next_facility,env_facility_within_3y,fal_observable,fal_competing_llm,fal_quant_test,fal_falsification_path,future_paper_count,future_paper_count_weak,first_follow_up_date,lead_time_months,review_recognition,addressed,answer_status,n_direct,n_adjacent,premise_status,confidence,judge_model,y_addressed
"How does the distribution of Fast Radio Bursts (FRBs) in the Local Supercluster compare to the expected cosmological distribution indicated by the FRB $ ext{log}N$--$ ext{log}S$ relation, particularly in relation to the anomalously bright Lorimer burst?",evidence_tension,fast_radio_bursts-2020-004,fast_radio_bursts,2020,2020-12-31,,36,0,0,0,1,0,0,0,0,0,0,0.26272799266922087,0.15809716086536074,1,6,0.4,1.7,1.7916472867168916,0.6,2,2,1,0.26272799266922087,0.7372720073307791,0.13057417843915914,0,1,0.02543341529442725,0,0,0,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,1,0,0,1,0,1,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What is the nature of the source of fast radio bursts (FRBs) given the conflicting evidence regarding their origins, specifically whether they are extragalactic phenomena or associated with Galactic objects like magnetars?",evidence_tension,fast_radio_bursts-2020-005,fast_radio_bursts,2020,2020-12-31,,32,0,0,0,0,0,0,1,0,0,0,0.152616188221554,0.13950667938494604,1,5,0.1,1.6,1.685229954635272,0.6,3,5,1,0.152616188221554,0.847383811778446,0.12840535395433383,0,1,0.07827587627911003,0,1,0,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,1,2,0,1,0,6,,,False,True,partially_addressed,3,5,intact,0.9,gpt-4o,1
"What are the physical conditions and environments required to explain the discrepancies in fluence ratios and scattering properties of Fast Radio Bursts, particularly in relation to the mean fluence scaling of α=-1.8 ± 0.3 observed in ASKAP events and the characteristics of SGR 1935+2154-like magnetars?",evidence_tension,fast_radio_bursts-2020-006,fast_radio_bursts,2020,2020-12-31,,45,1,4,0,0,0,0,0,0,0,3,0.21570466156427825,0.19076792739365261,6,3,0.0,0.0,0.0,1.0,3,4,1,0.21570466156427825,0.7842953384357217,0.1698401755643339,0,1,0.05791987398582504,0,0,1,1,1,1,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,1,0,1,1,1,13,2024-01-30,37.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What are the physical properties and mechanisms that differentiate the emission processes of repeating and non-repeating fast radio bursts (FRBs), given the inconsistencies in their predicted luminosity functions and the observed discrepancies in density related to potential progenitor models?",evidence_tension,fast_radio_bursts-2020-007,fast_radio_bursts,2020,2020-12-31,,39,0,0,1,1,1,1,0,0,0,1,0.16638997288223475,0.15621169514690442,4,3,0.1,0.7,0.8999999999999999,0.9,3,4,1,0.16638997288223475,0.8336100271177652,0.14320635143211569,0,1,0.06661608981604837,1,0,0,0,0,0,0,0,0,0,1,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,1,0,0,1,0,6,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What is the relationship between the pulse profile shapes of the Crab Pulsar in different energy bands and the observed discrepancies in pulse arrival times, and how can future observations quantify the systematic errors associated with these differences?",evidence_tension,fast_radio_bursts-2020-008,fast_radio_bursts,2020,2020-12-31,,38,0,0,0,1,0,0,0,0,0,0,0.23892360258305312,0.17296982068372374,3,4,0.2,1.5,1.4317821063276353,0.8,3,3,1,0.23892360258305312,0.7610763974169469,0.13726022132858776,0,1,0.09695094473349647,0,0,0,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,1,0,1,1,0,6,,,False,False,not_addressed,0,6,intact,1.0,gpt-4o,0
"What is the relationship between the lifetimes of magnetars produced via core-collapse supernovae and the observed host distributions of Fast Radio Bursts, Superluminous Supernovae (SLSNe-I), and Long Gamma-Ray Bursts (LGRBs)?",evidence_tension,fast_radio_bursts-2020-009,fast_radio_bursts,2020,2020-12-31,,30,0,0,1,0,0,0,0,0,0,0,0.32898155402652907,0.2761171335519592,16,5,0.3,0.8,1.1661903789690602,0.8,3,3,1,0.32898155402652907,0.6710184459734709,0.25015866771827894,0,1,0.10080030021478877,0,0,0,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,1,0,0,1,1,11,2021-05-11,5.0,False,True,partially_addressed,1,7,intact,0.9,gpt-4o,1
"What is the exact mechanism that produces the diverse range of Fast Radio Bursts, particularly the differences between repeating and non-repeating sources?",direct_llm,fast_radio_bursts-2020-010,fast_radio_bursts,2020,2020-12-31,,22,0,0,1,1,1,0,0,0,0,0,0.16199372783180918,0.13573507950480598,1,3,0.0,1.2,2.181742422927143,0.8,0,0,0,0.16199372783180918,0.8380062721681908,0.11987804007758016,1,0,0.0707436025913577,0,0,0,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,0,0,0,0,0,5,,,False,True,posed_but_open,1,7,intact,0.9,gpt-4o,1
How do the environmental properties of the host galaxies influence the characteristics and behavior of Fast Radio Bursts?,direct_llm,fast_radio_bursts-2020-011,fast_radio_bursts,2020,2020-12-31,,18,0,0,0,0,0,0,0,0,0,0,0.14206203580621746,0.133075224560337,0,7,0.1,1.4,1.4966629547095767,0.7,0,0,0,0.14206203580621746,0.8579379641937825,0.12095520916292324,0,1,0.0467779562656125,0,0,0,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,1,0,0,1,0,2,,,False,True,partially_addressed,5,3,intact,1.0,gpt-4o,1
"What is the relationship between Fast Radio Bursts and other astrophysical phenomena, such as gamma-ray bursts or supernovae?",direct_llm,fast_radio_bursts-2020-012,fast_radio_bursts,2020,2020-12-31,,18,0,0,0,0,0,0,0,0,0,0,0.16659609251690427,0.1586802925368284,5,2,0.1,1.6,1.42828568570857,0.8,0,0,0,0.16659609251690427,0.8334039074830957,0.14562510456478295,0,1,0.09505898133746665,0,0,0,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,1,0,0,1,3,16,2021-03-19,3.0,False,True,partially_addressed,1,7,intact,1.0,gpt-4o,1
"Can we definitively identify the progenitors of Fast Radio Bursts, particularly in the case of repeating sources like FRB 121102?",direct_llm,fast_radio_bursts-2020-013,fast_radio_bursts,2020,2020-12-31,,20,1,1,0,0,0,0,0,0,1,2,0.1405127095461153,0.12493576448372024,0,4,0.0,2.0,2.3664319132398464,0.7,0,0,0,0.1405127095461153,0.8594872904538847,0.11601609313306575,0,1,0.1405127095461153,0,0,1,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,1,0,0,1,0,2,,,False,True,partially_addressed,2,6,intact,0.9,gpt-4o,1
"What role do dark matter and exotic particles, such as axions or millicharged particles, play in the generation and propagation of Fast Radio Bursts?",direct_llm,fast_radio_bursts-2020-014,fast_radio_bursts,2020,2020-12-31,,24,0,0,0,0,0,0,0,0,0,0,0.2783395579764029,0.16862761571038906,2,0,0.1,2.0,1.4832396974191326,0.7,0,0,0,0.2783395579764029,0.721660442023597,0.13971527371988288,1,0,0.033330811316401227,0,0,0,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,0,0,0,0,1,9,2023-11-12,35.0,False,True,partially_addressed,2,6,intact,0.9,gpt-4o,1
"What is the physical origin of fast radio bursts (FRBs), and what scenarios have been proposed to explain them?",future_work,fast_radio_bursts-2020-015,fast_radio_bursts,2020,2020-12-31,,19,0,0,1,0,1,0,0,0,0,0,0.1757247255690771,0.15620048519884702,3,6,0.2,2.2,1.5362291495737217,0.6,0,0,0,0.1757247255690771,0.824275274430923,0.14599488843952652,5,0,0.09225751075275386,0,0,0,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,0,0,0,0,0,8,,,False,True,partially_addressed,4,4,intact,1.0,gpt-4o,1
Is a fraction of dark matter comprised of massive compact halo objects (MACHOs) in the 20-100 $M_{ ext{odot}}$ window?,future_work,fast_radio_bursts-2020-016,fast_radio_bursts,2020,2020-12-31,,19,0,2,0,0,0,1,0,0,1,3,0.46872539037237526,0.3399859367774914,5,3,0.0,1.7,1.1874342087037917,0.7,0,0,0,0.46872539037237526,0.5312746096276247,0.23502681582942725,0,1,0.028232251886398208,1,0,1,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,1,1,1,1,0,12,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
To what extent is FRB 121102 exceptional compared to other fast radio bursts?,future_work,fast_radio_bursts-2020-017,fast_radio_bursts,2020,2020-12-31,,13,1,1,0,1,0,0,0,0,0,2,0.19381863359078239,0.11542692804833776,1,6,0.1,1.2,1.2489995996796797,0.8,0,0,0,0.19381863359078239,0.8061813664092177,0.10165662733897414,1,0,0.07783440920362439,0,0,1,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,1,0,0,0,0,4,,,False,True,partially_addressed,5,3,intact,1.0,gpt-4o,1
What is the origin of the persistent emission associated with the first repeating fast radio burst (FRB 121102)?,future_work,fast_radio_bursts-2020-018,fast_radio_bursts,2020,2020-12-31,,18,1,1,1,0,0,0,0,0,0,2,0.31758529164545335,0.30031630630997436,46,3,0.0,2.0,1.1832159566199232,0.5,0,0,0,0.31758529164545335,0.6824147083545467,0.26418434393062706,36,0,0.11515446960237256,0,0,1,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,0,0,0,0,10,48,2021-05-30,5.0,False,True,partially_addressed,3,5,intact,0.9,gpt-4o,1
"What is the initial internal topology at birth of the sources of fast radio bursts, and how complex is it?",future_work,fast_radio_bursts-2020-019,fast_radio_bursts,2020,2020-12-31,,20,0,0,0,0,0,0,0,0,0,0,0.25392511215523716,0.14720395658236382,2,1,0.1,1.7,1.345362404707371,0.6,0,0,0,0.25392511215523716,0.7460748878447628,0.11537900389037559,1,0,0.0551838832187518,0,0,0,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,0,0,0,0,0,2,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"How might the V-FASTR fast transient system's detection of rare fast radio bursts (FRBs) be influenced by the proposed mechanism of double degenerate, binary white-dwarf mergers as a source of these bursts?",control,fast_radio_bursts-2020-020,fast_radio_bursts,2020,2020-12-31,random_pair,32,0,0,1,0,1,0,0,0,0,0,0.2709404813802838,0.18099615063203894,4,4,0.0,3.3,2.72213151776324,0.4,0,0,0,0.2709404813802838,0.7290595186197162,0.15782253331501953,0,1,0.04829819547219136,0,0,0,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,1,1,1,1,3,10,2021-06-10,6.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
What is the relationship between the potential identification of lightning phenomena as sources of perytons and the induction of electromotive forces on neutron stars to accelerate electrons to ultra-relativistic speeds?,control,fast_radio_bursts-2020-021,fast_radio_bursts,2020,2020-12-31,random_pair,30,0,0,0,0,0,0,0,0,0,0,0.2151292296520861,0.1747303060908441,4,1,0.0,3.0,2.23606797749979,0.4,0,0,0,0.2151292296520861,0.7848707703479139,0.1323865383537281,0,1,0.031857812024410966,0,0,0,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,1,0,0,0,0,1,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
What is the nature of fast radio bursts and their underlying mechanisms?,control,fast_radio_bursts-2020-022,fast_radio_bursts,2020,2020-12-31,vague,12,0,0,1,0,1,0,0,0,0,0,0.2239228428621746,0.16658854904357828,2,2,0.0,1.2,1.16619037896906,0.8,0,0,0,0.2239228428621746,0.7760771571378254,0.14221579063385845,1,0,0.13075164921131419,0,0,0,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,0,0,0,0,0,7,,,False,True,partially_addressed,6,2,intact,1.0,gpt-4o,1
How might the upper limits set on prompt short GRB-like emissions inform our understanding of the cosmic environment surrounding gravitational wave events?,control,fast_radio_bursts-2020-023,fast_radio_bursts,2020,2020-12-31,untestable,22,0,0,0,0,0,0,0,0,0,0,0.23694990725958992,0.17479336896992576,4,8,0.1,1.5,1.746424919657298,0.7,0,0,0,0.23694990725958992,0.76305009274041,0.1521971577166871,0,1,0.05406610837710818,0,0,0,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,1,0,1,1,0,7,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
Could the evaporation of asteroids near pulsars be a significant factor in the generation of fast radio bursts?,control,fast_radio_bursts-2020-024,fast_radio_bursts,2020,2020-12-31,consensus_challenge,18,0,0,0,0,0,0,0,0,1,0,0.3007285713454948,0.1527575576861135,1,4,0.1,2.9,1.6401219466856725,0.3,0,0,0,0.3007285713454948,0.6992714286545052,0.12065929203986014,1,0,0.06400999659150702,0,0,0,0,0,0,0,0,0,0,0,0,518,0.010393466963622866,1.9809160305343512,3,10.0,0,1,0,1,1,1,2,2021-09-22,9.0,False,True,partially_addressed,3,5,intact,0.9,gpt-4o,1
"What is the maximum allowable abundance of primordial black holes (PBHs) that can exist without conflicting with current microlensing observations, and how does this abundance relate to the formation and evolution of black holes such as those detected in GW190521?",evidence_tension,gravitational_waves-2020-000,gravitational_waves,2020,2020-12-31,,40,1,0,0,0,0,1,0,0,0,2,0.2663879101468636,0.23911836159008537,38,3,0.3,2.2,1.7204650534085253,0.5,4,5,1,0.2663879101468636,0.7336120898531364,0.21998550085485236,0,1,0.0596754599174365,1,0,0,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,1,1,9,50,2021-06-25,6.0,False,True,partially_addressed,3,5,intact,0.9,gpt-4o,1
"What is the nature of the unexpected $ ext{2.5} ext{M}_{ ext{odot}}$ component detected in the gravitational wave event GW190814, and how does it relate to the maximum mass limits of neutron stars and the existence of light black holes?",evidence_tension,gravitational_waves-2020-001,gravitational_waves,2020,2020-12-31,,39,1,1,0,0,0,1,0,0,0,3,0.173773981456653,0.16125054046136578,5,3,0.5,0.0,0.0,1.0,4,3,1,0.173773981456653,0.826226018543347,0.14848253985622187,0,1,0.05744656617482743,1,0,1,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,2,1,1,7,50,2021-01-05,1.0,False,True,partially_addressed,3,4,intact,0.9,gpt-4o,1
"What are the observed spin-down rates of neutron stars such as IGR J00291+5934 and XTE J1751-305, and how do they compare to the predicted spin-down rates based on r-mode amplitudes and instability conditions?",evidence_tension,gravitational_waves-2020-002,gravitational_waves,2020,2020-12-31,,33,0,2,0,1,0,1,0,0,0,3,0.4566134489628516,0.31992552004423774,6,5,0.4,3.5,2.5,0.4,4,4,1,0.4566134489628516,0.5433865510371484,0.234820384094865,2,0,0.045694727977550365,1,0,1,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,1,1,0,5,,,False,True,partially_addressed,1,1,intact,0.9,gpt-4o,1
"How do the resonances identified in gravitational-wave signals affect the dephasing of the waveforms from cataclysmic events, and what implications does this have for the accuracy of matched filtering techniques in detecting these signals?",evidence_tension,gravitational_waves-2020-003,gravitational_waves,2020,2020-12-31,,34,0,0,0,0,0,0,0,0,0,0,0.18399525664163355,0.17504035165923698,5,3,0.3,3.2,2.749545416973504,0.4,2,0,1,0.18399525664163355,0.8160047433583665,0.15793326696267487,0,1,0.049990566702599964,0,0,0,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,0,1,3,32,2023-08-16,32.0,False,True,partially_addressed,1,7,intact,0.9,gpt-4o,1
"What are the noise properties of gravitational wave events, specifically GW170817, and how do they affect the consistency of the observational data with theoretical models?",evidence_tension,gravitational_waves-2020-004,gravitational_waves,2020,2020-12-31,,25,1,0,0,0,0,0,0,0,0,1,0.18314456650967373,0.1704053028486858,7,2,0.0,2.2,2.4413111231467406,0.6,3,5,1,0.18314456650967373,0.8168554334903263,0.15826642562494628,2,0,0.06568832821743009,0,0,0,0,0,0,0,0,0,0,1,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,0,1,0,29,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"How does the gravitational potential of the Milky Way influence the Shapiro time delay experienced by photons and gravitational waves, specifically in the context of the observed occultation times of Io by Jupiter?",evidence_tension,gravitational_waves-2020-005,gravitational_waves,2020,2020-12-31,,33,0,0,0,0,0,0,0,0,0,0,0.22428092562082835,0.18210507444174664,4,3,0.2,2.7,1.9519221295943137,0.3,2,4,1,0.22428092562082835,0.7757190743791716,0.15271471609985823,1,0,0.03522340404482425,0,0,0,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,0,1,0,4,,,False,True,partially_addressed,1,3,intact,0.9,gpt-4o,1
"What are the underlying mechanisms that lead to the observed low projected spins of progenitor black holes in binary black hole mergers, particularly in systems where the spin is anti-aligned with the orbital angular momentum?",evidence_tension,gravitational_waves-2020-006,gravitational_waves,2020,2020-12-31,,35,0,0,1,0,1,1,0,0,0,1,0.2956277255012762,0.29231553786571723,81,3,0.0,2.9,2.211334438749598,0.3,4,7,1,0.2956277255012762,0.7043722744987237,0.28338239895105016,0,1,0.09561157934062205,1,0,0,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,0,1,45,50,2021-02-25,2.0,False,True,partially_addressed,3,5,intact,0.9,gpt-4o,1
"What are the systematic errors affecting parameter estimation in binary black hole mergers, and how do these errors correlate with the total mass of the system as indicated by discrepancies in gravitational wave signal predictions?",evidence_tension,gravitational_waves-2020-007,gravitational_waves,2020,2020-12-31,,35,0,0,0,0,0,1,0,0,0,1,0.2128229011299009,0.18609589649727898,9,4,0.2,3.0,2.23606797749979,0.3,4,7,1,0.2128229011299009,0.7871770988700991,0.17120390234990612,1,0,0.04736206210616665,1,0,0,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,1,1,2,38,2025-05-23,53.0,False,True,partially_addressed,1,7,intact,0.9,gpt-4o,1
"What are the specific progenitor systems of short gamma-ray bursts (GRBs) and how do they relate to the observed properties of binary neutron star mergers, particularly in the context of GRB 170817A and its associated gravitational wave event GW170817?",evidence_tension,gravitational_waves-2020-008,gravitational_waves,2020,2020-12-31,,39,2,0,0,0,0,0,0,0,0,2,0.3982536649966684,0.31836822348387994,201,4,0.1,2.6,1.4966629547095764,0.4,3,4,1,0.3982536649966684,0.6017463350033316,0.2894671295899319,0,1,0.24977264342085534,0,0,0,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,0,1,50,50,2021-01-08,1.0,False,True,answered,1,7,intact,0.9,gpt-4o,1
"What are the underlying causes of the significant overprediction of merger times for low eccentricity binary systems ($e_2$) as indicated by secular theory, and how do these causes relate to the extreme gravitational fields around very compact objects?",evidence_tension,gravitational_waves-2020-009,gravitational_waves,2020,2020-12-31,,38,0,0,1,0,0,0,0,0,0,0,0.26966910093819696,0.14756748994325794,1,1,0.1,4.1,2.4269322199023193,0.3,3,7,1,0.26966910093819696,0.730330899061803,0.1297484905023348,0,1,0.06035548386538241,0,0,0,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,0,1,0,9,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What is the exact nature and origin of the gravitational wave background, and how can we distinguish between contributions from different astrophysical sources?",direct_llm,gravitational_waves-2020-010,gravitational_waves,2020,2020-12-31,,23,0,0,1,1,0,0,0,1,0,1,0.18715064097827863,0.17377319755762852,7,5,0.0,2.6,1.7435595774162693,0.6,0,0,0,0.18715064097827863,0.8128493590217214,0.16120840115769458,4,0,0.09154632093865572,0,0,0,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,0,0,3,32,2021-05-24,5.0,False,True,partially_addressed,3,5,intact,1.0,gpt-4o,1
"How do the properties of binary black hole mergers, such as mass distribution and spin, vary with redshift, and what implications does this have for our understanding of galaxy formation and evolution?",direct_llm,gravitational_waves-2020-011,gravitational_waves,2020,2020-12-31,,32,0,0,0,0,0,1,0,0,0,1,0.2934240576823908,0.25575741266739266,78,4,0.0,2.1,1.7578395831246947,0.6,0,0,0,0.2934240576823908,0.7065759423176092,0.23948458842683068,3,0,0.115028053860295,1,0,0,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,1,1,27,50,2021-01-18,1.0,False,True,partially_addressed,3,5,intact,1.0,gpt-4o,1
"What are the mechanisms behind the formation of primordial black holes, and can we definitively detect their signatures in gravitational wave signals?",direct_llm,gravitational_waves-2020-012,gravitational_waves,2020,2020-12-31,,22,0,0,1,0,1,0,0,0,0,0,0.24073415391334582,0.20026460661915838,15,4,0.0,1.0,1.3416407864998738,0.7,0,0,0,0.24073415391334582,0.7592658460866542,0.18272396003178254,0,1,0.08952504746792815,0,0,0,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,1,1,8,50,2021-05-14,5.0,False,True,partially_addressed,3,5,intact,0.9,gpt-4o,1
"How do gravitational waves interact with matter and energy in the universe, particularly in the context of cosmological models that include dark energy and dark matter?",direct_llm,gravitational_waves-2020-013,gravitational_waves,2020,2020-12-31,,26,0,0,0,0,0,0,0,0,0,0,0.25494146097098824,0.2461622530068764,76,3,0.0,3.1,2.3853720883753127,0.6,0,0,0,0.25494146097098824,0.7450585390290118,0.24075095085997805,6,0,0.1360486265420722,0,0,0,0,0,0,0,0,0,0,1,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,0,1,18,50,2021-03-11,3.0,False,True,posed_but_open,1,7,intact,0.9,gpt-4o,1
"What are the implications of gravitational wave observations for fundamental physics, particularly in testing theories of gravity beyond General Relativity?",direct_llm,gravitational_waves-2020-014,gravitational_waves,2020,2020-12-31,,20,0,0,0,0,0,0,0,1,0,1,0.28366619773315344,0.27594370525605616,91,2,0.1,2.3,1.676305461424021,0.5,0,0,0,0.28366619773315344,0.7163338022668466,0.26364750547131377,3,0,0.1260376342228653,0,0,0,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,0,1,31,50,2021-01-11,1.0,False,True,partially_addressed,4,4,intact,0.9,gpt-4o,1
What is the equation of state (EoS) of matter deep within neutron stars?,future_work,gravitational_waves-2020-015,gravitational_waves,2020,2020-12-31,,13,0,0,0,0,0,1,0,0,0,1,0.30161680985007605,0.2946040827569048,186,3,0.0,1.3,1.004987562112089,0.8,0,0,0,0.30161680985007605,0.698383190149924,0.28590893677508006,4,0,0.17783003216413298,1,0,0,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,1,1,50,50,2021-04-15,4.0,False,True,partially_addressed,8,0,intact,1.0,gpt-4o,1
How does the poorly constrained gravastar crust affect optical and gravitational wave merger signatures?,future_work,gravitational_waves-2020-016,gravitational_waves,2020,2020-12-31,,14,0,0,0,0,0,0,0,0,0,0,0.343032308816716,0.22925297270261574,5,3,0.1,1.3,1.5524174696260025,0.8,0,0,0,0.343032308816716,0.656967691183284,0.1794436094276588,1,0,0.043942840019737126,0,0,0,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,0,1,0,7,,,False,True,posed_but_open,1,7,intact,0.9,gpt-4o,1
How does the chemo-dynamical evolution of the building blocks affect the abundance of r-process elements?,future_work,gravitational_waves-2020-017,gravitational_waves,2020,2020-12-31,,15,0,0,0,0,1,1,0,0,0,1,0.46817592104413186,0.20704740887870882,2,0,0.1,3.1,1.3,0.3,0,0,0,0.46817592104413186,0.5318240789558681,0.16253078952354919,1,0,0.049197061765965014,1,0,0,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,0,1,1,22,2021-06-07,6.0,False,False,not_addressed,0,5,not_applicable,1.0,gpt-4o,0
What is the optimal MAB strategy for maximizing winnings?,future_work,gravitational_waves-2020-018,gravitational_waves,2020,2020-12-31,,9,0,0,0,0,0,0,0,0,0,0,0.29734952475358944,0.16417753894820838,2,6,0.0,4.4,1.6852299546352716,0.1,0,0,0,0.29734952475358944,0.7026504752464106,0.1251301065469193,1,0,0.06284244890615685,0,0,0,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,1,1,0,6,,,False,False,not_addressed,0,0,intact,1.0,gpt-4o,0
What are the implications of poorly constrained factors on evolutionary predictions?,future_work,gravitational_waves-2020-019,gravitational_waves,2020,2020-12-31,,11,0,0,0,0,0,0,0,0,0,0,0.2045223053318872,0.17828716078797943,4,2,0.1,2.5,1.746424919657298,0.5,0,0,0,0.2045223053318872,0.7954776946681128,0.15850492994787643,0,1,0.03520766764287675,0,0,0,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,0,1,0,4,,,False,False,not_addressed,0,3,intact,1.0,gpt-4o,0
How does the derived distance to NGC 4993 using globular cluster calibration relate to the implications of modified gravitational wave propagation in dark energy studies?,control,gravitational_waves-2020-020,gravitational_waves,2020,2020-12-31,random_pair,25,1,1,0,0,0,1,0,0,0,3,0.2967308788656146,0.2274696396610496,22,4,0.0,2.8,0.6,0.3,0,0,0,0.2967308788656146,0.7032691211343853,0.20202455531329838,0,1,0.08747624109851034,1,0,1,0,0,0,0,0,0,0,0,0,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,0,0,3,23,2021-09-13,9.0,False,False,not_addressed,0,5,intact,1.0,gpt-4o,0
What is the relationship between the statistical occurrence rates of low-luminosity short gamma-ray bursts and the observed redshift distribution of brighter short gamma-ray bursts?,control,gravitational_waves-2020-021,gravitational_waves,2020,2020-12-31,random_pair,24,0,0,0,0,0,1,0,0,0,1,0.2987908168963672,0.24827532508559408,99,3,0.0,3.0,2.0976176963403033,0.4,0,0,0,0.2987908168963672,0.7012091831036328,0.2351156434282772,1,0,0.1413917305538041,1,0,0,0,0,0,0,0,0,0,0,1,3941,0.07907462027729288,1.860311467673431,14,0.0,1,1,0,0,0,22,50,2021-01-13,1.0,False,False,not_addressed,0,7,intact,1.0,gpt-4o,0
